uri,url,error
http://data.bibliotheken.nl/doc/nbt/p330544314,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C978291,empty graph
http://data.bibliotheken.nl/doc/nbt/p330544357,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C991276,empty graph
http://data.bibliotheken.nl/doc/nbt/p330544365,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C977137,empty graph
http://data.bibliotheken.nl/doc/nbt/p330547895,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C989292,empty graph
http://data.bibliotheken.nl/doc/nbt/p33081091X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C978309,empty graph
http://data.bibliotheken.nl/doc/nbt/p330860291,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C371768,empty graph
http://data.bibliotheken.nl/doc/nbt/p330913050,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C454930,empty graph
http://data.bibliotheken.nl/doc/nbt/p331109719,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C993829,empty graph
http://data.bibliotheken.nl/doc/nbt/p331257963,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C982490,empty graph
http://data.bibliotheken.nl/doc/nbt/p331655772,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C986698,empty graph
http://data.bibliotheken.nl/doc/nbt/p33202105X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C985753,empty graph
http://data.bibliotheken.nl/doc/nbt/p332299783,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1016637,empty graph
http://data.bibliotheken.nl/doc/nbt/p332299805,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1016631,empty graph
http://data.bibliotheken.nl/doc/nbt/p332299813,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1016636,empty graph
http://data.bibliotheken.nl/doc/nbt/p332299937,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1016620,empty graph
http://data.bibliotheken.nl/doc/nbt/p332306402,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C987723,empty graph
http://data.bibliotheken.nl/doc/nbt/p332375773,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C991325,empty graph
http://data.bibliotheken.nl/doc/nbt/p332385159,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C988299,empty graph
http://data.bibliotheken.nl/doc/nbt/p332497038,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C999666,empty graph
http://data.bibliotheken.nl/doc/nbt/p332497046,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C994814,empty graph
http://data.bibliotheken.nl/doc/nbt/p332497054,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C999667,empty graph
http://data.bibliotheken.nl/doc/nbt/p332497089,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C995844,empty graph
http://data.bibliotheken.nl/doc/nbt/p332497100,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C995846,empty graph
http://data.bibliotheken.nl/doc/nbt/p332497119,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1002749,empty graph
http://data.bibliotheken.nl/doc/nbt/p332497151,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C994819,empty graph
http://data.bibliotheken.nl/doc/nbt/p332756785,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C988318,empty graph
http://data.bibliotheken.nl/doc/nbt/p332877574,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C990148,empty graph
http://data.bibliotheken.nl/doc/nbt/p332922189,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C989333,empty graph
http://data.bibliotheken.nl/doc/nbt/p333147235,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1021321,empty graph
http://data.bibliotheken.nl/doc/nbt/p333261518,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C992381,empty graph
http://data.bibliotheken.nl/doc/nbt/p333444647,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C992349,empty graph
http://data.bibliotheken.nl/doc/nbt/p333590902,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1032724,HTTP Error 500: Internal Server Error
http://data.bibliotheken.nl/doc/nbt/p333590902,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1032724,empty graph
http://data.bibliotheken.nl/doc/nbt/p333689569,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C995893,empty graph
http://data.bibliotheken.nl/doc/nbt/p333830725,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C996705,empty graph
http://data.bibliotheken.nl/doc/nbt/p334048842,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C998939,empty graph
http://data.bibliotheken.nl/doc/nbt/p334343348,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1001796,empty graph
http://data.bibliotheken.nl/doc/nbt/p334424224,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1002793,empty graph
http://data.bibliotheken.nl/doc/nbt/p334500303,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1024327,empty graph
http://data.bibliotheken.nl/doc/nbt/p334554918,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1002796,empty graph
http://data.bibliotheken.nl/doc/nbt/p335047424,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1006430,empty graph
http://data.bibliotheken.nl/doc/nbt/p335889468,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1005564,empty graph
http://data.bibliotheken.nl/doc/nbt/p335922287,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1015403,empty graph
http://data.bibliotheken.nl/doc/nbt/p335922341,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1015402,empty graph
http://data.bibliotheken.nl/doc/nbt/p335922368,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1011989,empty graph
http://data.bibliotheken.nl/doc/nbt/p335922376,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1011988,empty graph
http://data.bibliotheken.nl/doc/nbt/p335922473,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1010615,empty graph
http://data.bibliotheken.nl/doc/nbt/p335924379,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1027973,empty graph
http://data.bibliotheken.nl/doc/nbt/p336107153,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1006429,empty graph
http://data.bibliotheken.nl/doc/nbt/p33610748X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1006940,empty graph
http://data.bibliotheken.nl/doc/nbt/p336375018,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1017466,empty graph
http://data.bibliotheken.nl/doc/nbt/p336592663,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1011967,empty graph
http://data.bibliotheken.nl/doc/nbt/p337897417,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1014248,empty graph
http://data.bibliotheken.nl/doc/nbt/p337911959,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1021511,empty graph
http://data.bibliotheken.nl/doc/nbt/p337921857,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1020248,empty graph
http://data.bibliotheken.nl/doc/nbt/p337939497,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1015995,empty graph
http://data.bibliotheken.nl/doc/nbt/p337939519,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1015990,empty graph
http://data.bibliotheken.nl/doc/nbt/p337939624,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1015991,empty graph
http://data.bibliotheken.nl/doc/nbt/p337939691,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1015993,empty graph
http://data.bibliotheken.nl/doc/nbt/p337940126,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1030188,empty graph
http://data.bibliotheken.nl/doc/nbt/p337987688,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1015988,empty graph
http://data.bibliotheken.nl/doc/nbt/p337991618,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1015432,empty graph
http://data.bibliotheken.nl/doc/nbt/p338041117,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1015994,empty graph
http://data.bibliotheken.nl/doc/nbt/p338041532,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1015989,empty graph
http://data.bibliotheken.nl/doc/nbt/p338288651,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1017842,empty graph
http://data.bibliotheken.nl/doc/nbt/p338343970,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1023064,empty graph
http://data.bibliotheken.nl/doc/nbt/p338808086,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1037373,empty graph
http://data.bibliotheken.nl/doc/nbt/p338893644,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1023055,empty graph
http://data.bibliotheken.nl/doc/nbt/p338899391,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1034935,empty graph
http://data.bibliotheken.nl/doc/nbt/p33889943X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1027622,empty graph
http://data.bibliotheken.nl/doc/nbt/p338899464,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1031820,empty graph
http://data.bibliotheken.nl/doc/nbt/p338899537,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1034120,empty graph
http://data.bibliotheken.nl/doc/nbt/p338899545,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1033772,empty graph
http://data.bibliotheken.nl/doc/nbt/p339154454,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1099260,empty graph
http://data.bibliotheken.nl/doc/nbt/p339235411,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1026658,empty graph
http://data.bibliotheken.nl/doc/nbt/p339329785,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1027661,empty graph
http://data.bibliotheken.nl/doc/nbt/p340145285,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1031848,empty graph
http://data.bibliotheken.nl/doc/nbt/p340286210,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1031871,empty graph
http://data.bibliotheken.nl/doc/nbt/p340312696,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1033770,empty graph
http://data.bibliotheken.nl/doc/nbt/p340375248,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1033057,empty graph
http://data.bibliotheken.nl/doc/nbt/p340384735,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1051571,empty graph
http://data.bibliotheken.nl/doc/nbt/p340384832,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1038730,empty graph
http://data.bibliotheken.nl/doc/nbt/p340384867,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1041198,empty graph
http://data.bibliotheken.nl/doc/nbt/p34039160X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1034965,empty graph
http://data.bibliotheken.nl/doc/nbt/p340519401,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1034117,empty graph
http://data.bibliotheken.nl/doc/nbt/p340530677,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1047287,empty graph
http://data.bibliotheken.nl/doc/nbt/p340993367,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1037361,empty graph
http://data.bibliotheken.nl/doc/nbt/p341000949,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1052031,HTTP Error 500: Internal Server Error
http://data.bibliotheken.nl/doc/nbt/p341000949,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1052031,empty graph
http://data.bibliotheken.nl/doc/nbt/p341099961,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1037830,empty graph
http://data.bibliotheken.nl/doc/nbt/p341147826,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1046367,HTTP Error 500: Internal Server Error
http://data.bibliotheken.nl/doc/nbt/p341147826,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1046367,empty graph
http://data.bibliotheken.nl/doc/nbt/p341463485,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1038745,empty graph
http://data.bibliotheken.nl/doc/nbt/p342946897,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1044214,empty graph
http://data.bibliotheken.nl/doc/nbt/p343383454,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1047213,empty graph
http://data.bibliotheken.nl/doc/nbt/p34357358X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1050382,empty graph
http://data.bibliotheken.nl/doc/nbt/p343718103,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1054983,empty graph
http://data.bibliotheken.nl/doc/nbt/p34371812X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1054984,empty graph
http://data.bibliotheken.nl/doc/nbt/p343718197,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1053514,empty graph
http://data.bibliotheken.nl/doc/nbt/p343719592,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1166252,empty graph
http://data.bibliotheken.nl/doc/nbt/p343719614,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1074427,empty graph
http://data.bibliotheken.nl/doc/nbt/p343764148,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1072319,empty graph
http://data.bibliotheken.nl/doc/nbt/p344132358,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1051610,empty graph
http://data.bibliotheken.nl/doc/nbt/p344288137,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1051613,empty graph
http://data.bibliotheken.nl/doc/nbt/p344368653,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1051598,empty graph
http://data.bibliotheken.nl/doc/nbt/p345515498,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1055447,empty graph
http://data.bibliotheken.nl/doc/nbt/p345753771,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1057293,empty graph
http://data.bibliotheken.nl/doc/nbt/p351940820,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1059686,empty graph
http://data.bibliotheken.nl/doc/nbt/p351979328,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1062873,empty graph
http://data.bibliotheken.nl/doc/nbt/p352074337,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1062860,empty graph
http://data.bibliotheken.nl/doc/nbt/p352602589,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1063714,empty graph
http://data.bibliotheken.nl/doc/nbt/p352794240,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1067519,empty graph
http://data.bibliotheken.nl/doc/nbt/p353051209,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1072289,empty graph
http://data.bibliotheken.nl/doc/nbt/p353200638,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1067522,empty graph
http://data.bibliotheken.nl/doc/nbt/p353474185,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1068695,empty graph
http://data.bibliotheken.nl/doc/nbt/p353549959,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1151767,empty graph
http://data.bibliotheken.nl/doc/nbt/p353778850,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1068704,empty graph
http://data.bibliotheken.nl/doc/nbt/p353791342,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1070320,empty graph
http://data.bibliotheken.nl/doc/nbt/p35382612X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1074307,empty graph
http://data.bibliotheken.nl/doc/nbt/p353996688,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1073356,empty graph
http://data.bibliotheken.nl/doc/nbt/p354001663,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1071450,empty graph
http://data.bibliotheken.nl/doc/nbt/p354083651,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1072877,empty graph
http://data.bibliotheken.nl/doc/nbt/p354795694,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1073363,empty graph
http://data.bibliotheken.nl/doc/nbt/p355033992,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1076701,empty graph
http://data.bibliotheken.nl/doc/nbt/p355221993,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1077974,empty graph
http://data.bibliotheken.nl/doc/nbt/p355271125,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1082583,empty graph
http://data.bibliotheken.nl/doc/nbt/p355354535,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1079818,empty graph
http://data.bibliotheken.nl/doc/nbt/p355354543,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1090970,empty graph
http://data.bibliotheken.nl/doc/nbt/p355358484,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1077510,empty graph
http://data.bibliotheken.nl/doc/nbt/p355367130,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1082582,empty graph
http://data.bibliotheken.nl/doc/nbt/p355541963,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1076697,empty graph
http://data.bibliotheken.nl/doc/nbt/p355572575,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1077512,empty graph
http://data.bibliotheken.nl/doc/nbt/p355581329,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1080957,empty graph
http://data.bibliotheken.nl/doc/nbt/p355602946,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1077517,empty graph
http://data.bibliotheken.nl/doc/nbt/p356272818,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1079889,empty graph
http://data.bibliotheken.nl/doc/nbt/p356296458,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1081854,empty graph
http://data.bibliotheken.nl/doc/nbt/p357139720,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1084401,empty graph
http://data.bibliotheken.nl/doc/nbt/p35721742X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1082619,empty graph
http://data.bibliotheken.nl/doc/nbt/p357243897,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1083667,empty graph
http://data.bibliotheken.nl/doc/nbt/p357571754,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1088454,empty graph
http://data.bibliotheken.nl/doc/nbt/p357802934,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1084463,empty graph
http://data.bibliotheken.nl/doc/nbt/p36294623X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1089054,empty graph
http://data.bibliotheken.nl/doc/nbt/p36308228X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1097801,empty graph
http://data.bibliotheken.nl/doc/nbt/p363082298,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1092815,empty graph
http://data.bibliotheken.nl/doc/nbt/p363082344,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1089989,empty graph
http://data.bibliotheken.nl/doc/nbt/p363082484,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1092817,empty graph
http://data.bibliotheken.nl/doc/nbt/p363082522,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1092311,empty graph
http://data.bibliotheken.nl/doc/nbt/p363085599,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1106060,empty graph
http://data.bibliotheken.nl/doc/nbt/p363222537,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1098548,empty graph
http://data.bibliotheken.nl/doc/nbt/p363250085,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1111979,empty graph
http://data.bibliotheken.nl/doc/nbt/p363250565,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1164585,empty graph
http://data.bibliotheken.nl/doc/nbt/p36339141X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1091462,empty graph
http://data.bibliotheken.nl/doc/nbt/p363513809,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1091439,empty graph
http://data.bibliotheken.nl/doc/nbt/p363669442,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C16696,empty graph
http://data.bibliotheken.nl/doc/nbt/p363675736,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C417291,empty graph
http://data.bibliotheken.nl/doc/nbt/p363676511,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C457412,empty graph
http://data.bibliotheken.nl/doc/nbt/p363928006,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1094004,empty graph
http://data.bibliotheken.nl/doc/nbt/p363928766,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1106124,empty graph
http://data.bibliotheken.nl/doc/nbt/p363928820,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1098816,empty graph
http://data.bibliotheken.nl/doc/nbt/p364139560,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1094395,empty graph
http://data.bibliotheken.nl/doc/nbt/p364142049,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1105355,empty graph
http://data.bibliotheken.nl/doc/nbt/p364361255,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1093344,empty graph
http://data.bibliotheken.nl/doc/nbt/p364508043,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1094418,empty graph
http://data.bibliotheken.nl/doc/nbt/p364559543,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1099707,empty graph
http://data.bibliotheken.nl/doc/nbt/p369195310,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1097825,empty graph
http://data.bibliotheken.nl/doc/nbt/p369200292,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1097829,empty graph
http://data.bibliotheken.nl/doc/nbt/p369200578,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1099234,empty graph
http://data.bibliotheken.nl/doc/nbt/p369270169,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1097831,empty graph
http://data.bibliotheken.nl/doc/nbt/p369424484,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1109608,empty graph
http://data.bibliotheken.nl/doc/nbt/p369436458,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1103373,empty graph
http://data.bibliotheken.nl/doc/nbt/p369477103,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1101402,empty graph
http://data.bibliotheken.nl/doc/nbt/p369481623,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1098764,empty graph
http://data.bibliotheken.nl/doc/nbt/p36950500X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1099264,empty graph
http://data.bibliotheken.nl/doc/nbt/p369662601,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1100467,empty graph
http://data.bibliotheken.nl/doc/nbt/p369666291,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1152677,empty graph
http://data.bibliotheken.nl/doc/nbt/p369666356,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1141969,empty graph
http://data.bibliotheken.nl/doc/nbt/p369666364,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1110083,empty graph
http://data.bibliotheken.nl/doc/nbt/p369666402,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1104071,empty graph
http://data.bibliotheken.nl/doc/nbt/p369836855,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1099946,empty graph
http://data.bibliotheken.nl/doc/nbt/p370166949,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1108562,empty graph
http://data.bibliotheken.nl/doc/nbt/p370172523,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1101420,empty graph
http://data.bibliotheken.nl/doc/nbt/p370632214,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1103501,empty graph
http://data.bibliotheken.nl/doc/nbt/p370685954,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1110902,empty graph
http://data.bibliotheken.nl/doc/nbt/p371231485,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1105703,empty graph
http://data.bibliotheken.nl/doc/nbt/p371308976,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1106817,empty graph
http://data.bibliotheken.nl/doc/nbt/p371445841,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1106813,empty graph
http://data.bibliotheken.nl/doc/nbt/p371552591,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1108570,empty graph
http://data.bibliotheken.nl/doc/nbt/p37162262X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1109222,empty graph
http://data.bibliotheken.nl/doc/nbt/p371714745,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1107280,empty graph
http://data.bibliotheken.nl/doc/nbt/p371714893,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1107760,empty graph
http://data.bibliotheken.nl/doc/nbt/p371742781,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1107282,empty graph
http://data.bibliotheken.nl/doc/nbt/p372462758,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1108574,empty graph
http://data.bibliotheken.nl/doc/nbt/p372487742,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1107768,empty graph
http://data.bibliotheken.nl/doc/nbt/p372615902,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1109626,empty graph
http://data.bibliotheken.nl/doc/nbt/p37261793X,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1110472,empty graph
http://data.bibliotheken.nl/doc/nbt/p372678289,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1109611,empty graph
http://data.bibliotheken.nl/doc/nbt/p372678319,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1110462,empty graph
http://data.bibliotheken.nl/doc/nbt/p372678327,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1111808,empty graph
http://data.bibliotheken.nl/doc/nbt/p372678335,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1110458,empty graph
http://data.bibliotheken.nl/doc/nbt/p372678343,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1110461,empty graph
http://data.bibliotheken.nl/doc/nbt/p372687369,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1110463,empty graph
http://data.bibliotheken.nl/doc/nbt/p372688926,https://zoeken.oba.nl/detail/?itemid=%7Coba-catalogus%7C1109613,empty graph
